date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2013-12-15,14,opendz:1|gmail:3|vrfy:1|poettering:1|in:5|verbum:1|jklm:1|archlinux:1,508,353,42,14
2013-12-16,28,poettering:14|jklm:2|vrfy:2|gmail:4|in:6,350,215,46,28
2013-12-17,37,poettering:14|vrfy:1|Perennou:1|partner:3|gmail:5|linux:1|jklm:2|in:2|opendz:4|purdue:4,988,785,70,37
2013-12-18,29,gmail:1|poettering:19|vrfy:6|partner:1|in:1|jklm:1,906,616,59,29
2013-12-19,27,vrfy:2|poettering:7|gnome:1|jklm:2|gmail:1|redhat:11|in:1|opendz:1|samsung:1,576,259,43,27
2013-12-20,17,gmail:3|poettering:1|in:2|linux:11,422,173,36,17
2013-12-21,33,poettering:24|in:7|opendz:1|archlinux:1,948,353,46,33
2013-12-22,28,poettering:11|gmail:2|Perennou:1|vrfy:1|holtmann:9|in:4,3921,1347,134,28
2013-12-23,24,vrfy:3|poettering:20|holtmann:1,619,219,40,24
2013-12-24,18,poettering:14|in:3|archlinux:1,1059,728,77,18
2013-12-25,19,poettering:10|vrfy:3|archlinux:2|in:4,760,448,57,19
2013-12-26,12,poettering:6|inai:3|in:1|gmail:1|vrfy:1,389,305,132,12
2013-12-27,23,poettering:4|vrfy:3|in:8|gmail:6|holtmann:1|gentoo:1,809,183,33,23
2013-12-28,8,poettering:3|Perennou:3|in:2,644,65,21,8
2013-12-29,3,vrfy:1|in:2,52,59,5,3
2013-12-30,12,in:8|googlemail:4,267,133,31,12
2013-12-31,11,in:9|jklm:1|gmail:1,188,149,19,11
2014-01-01,2,jklm:2,300,51,9,2
2014-01-02,8,jklm:3|vrfy:1|in:4,137,95,15,8
2014-01-03,17,vrfy:2|jklm:11|gmail:1|archlinux:1|googlemail:2,370,292,22,17
2014-01-04,10,in:2|jklm:3|gmail:5,1511,445,37,10
2014-01-05,9,gmail:2|holtmann:1|in:1|vrfy:1|zarb:1|archlinux:1|jklm:2,433,27,22,9
2014-01-06,10,jklm:1|vrfy:3|web:1|gmail:4|in:1,1633,54,24,10
2014-01-07,17,vrfy:6|poettering:2|gnome:1|in:6|gmail:1|samsung:1,807,107,38,17
2014-01-08,15,vrfy:5|poettering:3|gmail:2|in:5,326,167,29,15
2014-01-09,8,poettering:3|redhat:3|in:2,187,32,10,8
2014-01-10,3,poettering:1|in:1|jklm:1,9,3,3,3
2014-01-11,13,vrfy:1|gmail:1|jklm:6|in:4|zarb:1,373,139,24,13
2014-01-12,11,vrfy:2|poettering:5|jklm:2|gmail:1|in:1,175,97,16,11
2014-01-13,8,vrfy:1|jklm:7,569,305,129,8
2014-01-14,13,vrfy:3|gmail:2|jklm:3|redhat:1|in:3|axis:1,744,705,26,13
2014-01-15,8,redhat:2|poettering:3|intel:1|gmail:2,255,268,14,8
2014-01-16,9,jklm:8|in:1,143,169,13,9
2014-01-17,8,vrfy:1|jklm:2|partner:1|axis:1|poettering:2|in:1,121,37,15,8
2014-01-18,11,gmail:7|jklm:4,786,581,30,11
2014-01-19,3,jklm:1|in:2,187,86,12,3
2014-01-20,9,poettering:4|axis:1|vrfy:2|jklm:1|holtmann:1,284,253,32,9
2014-01-21,6,jklm:4|poettering:1|in:1,588,305,102,6
2014-01-22,23,vrfy:1|poettering:18|jklm:3|rpm5:1,858,135,76,23
2014-01-24,9,vrfy:3|redhat:1|jklm:2|0x01b:1|freedesktop:2,251,101,16,9
2014-01-25,8,jklm:2|vrfy:1|in:5,353,202,32,8
2014-01-26,3,iwakd:1|in:1|vrfy:1,58,9,4,3
2014-01-27,11,in:7|gnome:1|poettering:2|jklm:1,1117,628,40,11
2014-01-28,25,poettering:11|vrfy:2|in:7|gnome:2|jklm:3,485,356,58,25
